UI_20150317_000105	{@st59b}Macro {nl} {@st59s} - Anleitung: {nl} 1. Ziehe eine Geste zu einem beliebigen Gesten-Slots an der Unterseite. {nl} 2. Schreib eine Phrase und speicher sie. {nl} 3. Verwende die Tastenkombination zur gleichzeitigen Verwendung der Phrase und der Geste. {/}
UI_20150317_000106	{@st59}Schließen{/}
UI_20150317_000107	{@st41b}Speichern{/}
UI_20150317_000108	{@st59}Speichern{/}
UI_20150317_000109	{@st41b}Abbrechen{/}
UI_20150317_000110	{@st59}Abbrechen{/}
UI_20150317_000111	{@st42}Chateinstellungen
UI_20150317_000112	{@st42}Transparenz
UI_20150317_000113	Zeige Sprechblasen
UI_20150317_000114	Zeige Shouts
UI_20150317_000115	{@st43}Cheat Liste{/}
UI_20150317_000116	{@st42b}Item{/}
UI_20150317_000117	{@st42b}Monster{/}
UI_20150317_000118	{@st42b}Karte verschieben{/}
UI_20150317_000119	{@st42b}Kampfbefehle{/}
UI_20150317_000120	{@st41b}Schließen{/}
UI_20150317_000121	{s16}{b}Erstelle Items indem du auf die Schaltfläche "Erstellen" klickst oder über Doppelklick.
UI_20150317_000122	{s16}{b}ea
UI_20150317_000123	{s16}{b}Lv.
UI_20150317_000124	{@st41b}Suche{/}
UI_20150317_000125	{s16}{b}Beschwöre Monster indem du auf die Schaltfläche "Erstellen" klickst oder über Doppelklick.
UI_20150317_000126	{s16}{b}ea
UI_20150317_000127	{s16}{b}Wähle den gewünschten Bereich aus.
UI_20150317_000128	{s18}{b}Zeige Minimap{/}
UI_20150317_000129	{@st41b}Tool Liste{/}
UI_20150317_000130	{@st59b}Sammlung {nl}{@st59s}- Kaufe das Sammelalbum, um Sammlerstücke zu deiner Sammlung hinzuzufügen. {nl} - Der Sammlungs-Hotkey wird aktiviert, wenn du das Sammelalbum verwenden. {nl} {/}
UI_20150317_000131	{@st59}Schließen{/}
UI_20150317_000132	{@st43}Sammlung{/}
UI_20150317_000133	{@st43}Farbspray{/}
UI_20150317_000134	{@st49}Farbspray{/}
UI_20150317_000135	{@st49}Farbe{/}
UI_20150317_000136	{@st49}Übrig{/}
UI_20150317_000137	{@st49}Bürste{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Zeichnen{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Speichern{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Importieren{/}{/}
UI_20150317_000141	{@st49}Schließen{/}
UI_20150317_000142	{@st43}Begleiter adoptieren
UI_20150317_000143	{@st59}Gib den Namen deines neuen Begleiters ein {/}
UI_20150317_000144	{@st41b}Name{/}
UI_20150317_000145	{@st41b}Preis %s{/}
UI_20150317_000146	{@st59}Schließen{/}
UI_20150317_000147	{@st41b}Adoptieren
UI_20150317_000148	{@st59}Bestätigen{/}
UI_20150317_000149	{@st43}Begleiter-Laden
UI_20150317_000150	{@st59}Schließen{/}
UI_20150317_000151	{@st43}Weitere Charakter Info{/}{@st42}
UI_20150317_000152	{@st59}Schließen{/}
UI_20150317_000153	{@st41b}Informationen
UI_20150317_000154	{@st41b}Record
UI_20150317_000155	Teamname
UI_20150317_000156	Charaktername
UI_20150317_000157	Circle {#ffff00}%s{/} %s Lv. {#ffff00}%s{/}
UI_20150317_000158	Krieger
UI_20150317_000159	Abenteuer Index {#ffff00}%s{/} (Rang{#ffff00}%s{/}/%s)
UI_20150317_000160	Abenteuer Index {#ffff00}%s{/} ({#ffff00}Kein Rang{/})
UI_20150317_000161	Erfolge gesamt : {#ffff00}%s{/}
UI_20150317_000162	Einstellungen
UI_20150317_000163	Clear the tab title to delete the tab.
UI_20150317_000164	{@st49}Alle{/}
UI_20150317_000165	{@st49}System{/}
UI_20150317_000166	{@st49}Reden{/}
UI_20150317_000167	{@st49}Kampf{/}
UI_20150317_000168	{@st49}Item{/}
UI_20150317_000169	{@st43}Credits{/}
UI_20150317_000170	{@st43}Einstellungen sperren {/}
UI_20150317_000171	NPC Name
UI_20150317_000172	Vergleiche
UI_20150317_000173	Illustration
UI_20150317_000174	Wähle ein Gespräch
UI_20150317_000175	Text Help
UI_20150317_000176	{@st41}Item-Herstellung{/}
UI_20150317_000177	{@st45tw2}Stelle das Item her...
UI_20150317_000178	%r Sekunden
UI_20150317_000179	{@st41}Abbrechen{/}
UI_20150317_000180	{@st45tw2}Menge{/}
UI_20150317_000181	{@st45tw2}Willst du diesen Gegenstand herstellen?
UI_20150317_000182	{@st41}Bestätigen{/}
UI_20150317_000183	Quest Informationen
UI_20150317_000184	{@st59}Handel abbrechen{/}
UI_20150317_000185	{@st43}Persönlicher Handel{/}
UI_20150317_000186	Meine Handelsliste
UI_20150317_000187	Silber : %s
UI_20150317_000188	Enter
UI_20150317_000189	{@st41}Annehmen
UI_20150317_000190	{@st41}Bestätigen
UI_20150317_000191	Other Player's (%s) Trading List
UI_20150317_000192	Spielername
UI_20150317_000193	{s18}{ol} {gr gradation1}Field Event{/}
UI_20150317_000194	{s20}{ol}Besiege den Vubbe-Stamm! Möchtest du beitreten?
UI_20150317_000195	{s20}{ol}%s Möchtest du beitreten?
UI_20150317_000196	{s20}{ol}Teilnehmer : (1/5)
UI_20150317_000197	{s20}{ol}Teilnehmer : (%s/%s)
UI_20150317_000198	{s20}{ol}Das Spiel wird 1 Sekunde beginnen.
UI_20150317_000199	{s20}{ol}Das Spiel wird %s Sekunden beginnen.
UI_20150317_000200	Heute nicht mehr zeigen.
UI_20150317_000201	Keine Field Events zeigen.
UI_20150317_000202	Spiel beitreten
UI_20150317_000203	Starte ein Spiel mit anderen Spielern.
UI_20150317_000204	Spieleinladung ablehnen.
UI_20150317_000205	Spray Presets
UI_20150317_000206	{@st49}Auswählen{/}
UI_20150317_000207	{@st49}Abbrechen{/}
UI_20150317_000208	{@st49}Löschen{/}
UI_20150317_000209	Gib einen Namen zum speichern ein.
UI_20150317_000210	{@st43}Freunde
UI_20150317_000211	{@st59}Schließen{/}
UI_20150317_000212	{@st59b}Freunde{nl}{@st59s} - Freunde dich mit anderen Spielern an. {nl} - Den Online-Status deiner Freunde siehst du in der Freundesliste. {nl} - Dort kannst du Freunde einladen, blockieren oder entfernen. {/}
UI_20150317_000213	{@st41b}Zeige nur Online{/}
UI_20150317_000214	{@st41b}Liste
UI_20150317_000215	{@st41b}Verwalten
UI_20150317_000216	{@st41b}   Sende eine Anfrage
UI_20150317_000217	{@st41b}Blockieren
UI_20150317_000218	{@st59}Suchen{/}
UI_20150317_000219	{@st44}Gilde{/}
UI_20150317_000220	Gilde
UI_20150317_000221	Liste
UI_20150317_000222	Neuigkeiten
UI_20150317_000223	Gildenmission
UI_20150317_000224	Mitglieder Online
UI_20150317_000225	{@st44}Gründe eine Gilde{/}
UI_20150317_000226	{@st42}Gründen{/}
UI_20150317_000227	{@st42}Schließen{/}
UI_20150317_000228	{@st42}Alle{/}
UI_20150317_000229	{@st42}Heutiges Ranking{/}
UI_20150317_000230	{@st42}Wöchentliches Ranking{/}
UI_20150317_000231	{@st56}Rang {/}
UI_20150317_000232	{@st56}Punkte{/}
UI_20150317_000233	{@st56}Klasse{/}
UI_20150317_000234	{@st56}Name {/}
UI_20150317_000235	Vorherige Seite
UI_20150317_000236	Nächste Seite
UI_20150317_000237	{@st42}Suche ID{/}
UI_20150317_000238	Gib die zu suchende ID ein
UI_20150317_000239	Schließe die Hall of Fame
UI_20150317_000240	Gib die zu suchende ID ein
UI_20150317_000241	{@st59}Stamina{/}
UI_20150317_000242	{@st43}Tipps{/}
UI_20150317_000243	{@st59}Schließen{/}
UI_20150317_000244	{@st59b}Tipps{nl}{@st59s} - Wenn du Hilfe brauchst, kannst du jederzeit die Hilfethemen lesen. {nl} - Wähle ein Thema aus, um mehr Informationen darüber zu erhalten. {/}
UI_20150317_000245	{@st43}{s22}Tipp{/}
UI_20150317_000246	{@st47_b}{b}Tipps{/}
UI_20150317_000247	{@st42b}Simple Help Contents{/}
UI_20150317_000248	{@st59}Zeige Details{/}
UI_20150317_000249	Gib eine Anzahl ein
UI_20150317_000250	{@st59}Enter the contents{/}
UI_20150317_000251	{@st41b}Bestätigen
UI_20150317_000252	{@st59}Bestätigen{/}
UI_20150317_000253	{@st41b}Schließen
UI_20150317_000254	{@st59}Abbrechen{/}
UI_20150317_000255	{@st43}Warp{/}
UI_20150317_000256	{@st59}Schließen{/}
UI_20150317_000257	{@st59b}Warp{nl}{@st59s} - Erlaubt es dir schnell an Orte zu reisen, welche du bereits besucht hast. {nl} - Verfügbar sobald du in zwei Gebieten gewesen bist. {nl} {/}UI_20150317_000258	{@st41}Derzeitiger Aufenthaltsort : %s{/}
UI_20150317_000259	{@st43}{s22}Warp{/}
UI_20150317_000260	{@st41b}Möchtest du dieses Gebiet betreten?{/}
UI_20150317_000261	Was ist mit Siauliai
UI_20150317_000262	Münzen verbraucht : 0
UI_20150317_000263	Intro
UI_20150317_000264	{@st43}Inventar{/}
UI_20150317_000265	{@st59}Schließen{/}
UI_20150317_000266	{@st59b}Ausrüstung {nl} {@st59s}- Frisur/Kostüm: Ändere das Aussehen deines Charakters. {nl} - Waffe: Kann Ein- und Zweihandwaffen ausrüsten {nl} (Nebenhand/Schild kann nur mit einer Einhandwaffe getragen werden) {nl} - Rüstung: Oberteil, Hose, Handschuhe, Schuhe. {nl} - Accessoires: Kann eine Halskette und zwei Armreif tragen. {nl} {/}
UI_20150317_000267	{@st59}Kopfschmuck 1{/}
UI_20150317_000268	{@st59}Kopfschmuck 2{/}
UI_20150317_000269	{@st59}Halskette{/}
UI_20150317_000270	{@st59}Kostüm{/}
UI_20150317_000271	{@st59}Oberteil{/}
UI_20150317_000272	{@st59}Handschuhe{/}
UI_20150317_000273	{@st59}Hose{/}
UI_20150317_000274	{@st59}Schuhe{/}
UI_20150317_000275	{@st59}Linke Hand{/}
UI_20150317_000276	{@st59}Rechte Hand{/}
UI_20150317_000277	{@st59}Armreif 1{/}
UI_20150317_000278	{@st59}Armreif 2{/}
UI_20150317_000279	{@st59}Armband{/}
UI_20150317_000280	{@st59}Suche{/}
UI_20150317_000281	Traglast
UI_20150317_000282	{@st43}Equipment Buff{/}
UI_20150317_000283	{@st59}Schließen{/}
UI_20150317_000284	{@st42}Available for Buff
UI_20150317_000285	{@st42}Verbrauchen{/}
UI_20150317_000286	{@st42}Rennen
UI_20150317_000287	{@st42}Target Item{/}
UI_20150317_000288	{@st59}Ring 1{/}
UI_20150317_000289	{@st43}Item-Herstellung{/}
UI_20150317_000290	{@st42b}Zeige herstellbare Items{/}
UI_20150317_000291	{@st59}Schließen{/}
UI_20150317_000292	{@st43}{s22}Split Item
UI_20150317_000293	{@st59}Anzahl eingeben{/}
UI_20150317_000294	Monster HP Bar
UI_20150317_000295	{@st44}Item Set acquired{/}
UI_20150317_000296	Keyboard Warrior
UI_20150317_000297	Kills
UI_20150317_000298	99 Minuten 99 Sekunden
UI_20150317_000299	38000 Punkte
UI_20150317_000300	Enhanced Speed Potion
UI_20150317_000301	{@st41}Bestätigen{/}
UI_20150317_000302	{@st59b} Abenteurer-Jorunal {nl}{@st59s}- Dein Spielfortschritt wird im Abenteurer-Journal festgehalten. {nl} - Du kannst deinen Abenteuer-Index durch Fortschritte, Erwerb von Gegenständen, Monster jagen, Handwerk und Kartenerforschung verbessern.{nl}    Adventure Index : The total of all your indexes. {nl}    Wachstum: 5 Punkte pro Charakterlevel und Klassenstufe {nl}    Item: Ausrüstung: Stufe X 10 Punkte, Bücher: 10 Punkte, Sonstiges: 1 Punkt {nl}    Monster: 10 Punkte pro Monster (50 Punkte für Boss Monster) {nl}    Karten: 1 Punkt pro 10% erforscht {nl}    Quests: 1 Punkt pro Quest {nl}    Erfolge: Abhängig vom Erfolge {nl}    Herstellung : 10 Punkte {nl}    Sammlung : 5 Punkte für ein Deck und 45 Punkte, wenn es abgeschlossen ist {nl} - Du kannst spezielle Belohnungen von einem NPC in der Stadt erhalten, abhängig von deinem Abenteuer Index. {/}
UI_20150317_000303	{@sti7}{s22}{ds}Errungenschaften{/}
UI_20150317_000304	{@st42b}{#22FF22} Top 10% / %s Punkte{/}
UI_20150317_000305	{@st42b} Durchschnittlich / %s Punkte {/}
UI_20150317_000306	1st / %s Punkte
UI_20150317_000307	Rang %s
UI_20150317_000308	%s Punkte
UI_20150317_000309	Profession
UI_20150317_000310	Team
UI_20150317_000311	{@st59}Schließen{/}
UI_20150317_000312	{@st43}Abenteurer-Journal Ranking{/}
UI_20150317_000313	{@st43}{s22}Rang   
UI_20150317_000314	{@st43}{s22}Name
UI_20150317_000315	{@st43}{s22}Ergebnis
UI_20150317_000316	{@st41}Details{/}
UI_20150317_000317	{@st43}Starte Herstellung{/}
UI_20150317_000318	{@st59}Starte Itemherstellung.{/}
UI_20150317_000319	{@st44}Keypad{/}
UI_20150317_000320	{@st42}Zeitlimit
UI_20150317_000321	{@st56}Kill{/}
UI_20150317_000322	{@st56}Overkill{/}
UI_20150317_000323	{@st56}Shot{/}
UI_20150317_000324	{@st56}Tot{/}
UI_20150317_000325	Zauberkraft
UI_20150317_000326	Verteidigung
UI_20150317_000327	Magieverteidigung
UI_20150317_000328	Kritische Trefferrate
UI_20150317_000329	{@st43}Sockel{/}
UI_20150317_000330	{@st59}Schließen{/}
UI_20150317_000331	Füge deine Items ein
UI_20150317_000332	Potential
UI_20150317_000333	Zusätzliche Sockelkosten : {#ff9933}%s{/}{nl}Gem Extraktionskosten : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Sockel hinzufügen
UI_20150317_000335	{@st41b}Gem extrahieren
UI_20150317_000336	{@st41}Craft{/}
UI_20150317_000337	{@st41}%s %s ea
UI_20150317_000338	Karte
UI_20150317_000339	Gebiet erkundet : 95.5%
UI_20150317_000340	{@st45tw}Gebiet erkundet %s% {/}
UI_20150317_000341	{@st59}Schließen{/}
UI_20150317_000342	{@st41}Karte{/}
UI_20150317_000343	Shift(clear), Ctrl(mid fill)
UI_20150317_000344	{ol}Titel
UI_20150317_000345	{@st41}Hinzufügen{/}
UI_20150317_000346	{@st41}Löschen{/}
UI_20150317_000347	{@st41}Speichern{/}
UI_20150317_000348	{@st41}Auto{/}
UI_20150317_000349	{@st41}Reset{/}
UI_20150317_000350	{@st59}Menge einstellen.{/}
UI_20150317_000351	{ol}Gruppe
UI_20150317_000352	{ol}Nachricht
UI_20150317_000353	{ol}Sound
UI_20150317_000354	{@st41}Erstelle Minimap{/}
UI_20150317_000355	{@st55}Karte
UI_20150317_000356	{@st43}{s22}Markt{/}
UI_20150317_000357	{@st43}{s24}Markt{/}
UI_20150317_000358	{@st42b}Filter{/}
UI_20150317_000359	{@st42b}Typ{/}
UI_20150317_000360	{@st42b}Req. Lv{/}
UI_20150317_000361	{@st42b}Verbesserungslv.{/}
UI_20150317_000362	{@st42b}Name
UI_20150317_000363	{@st41b}Abrufen %s
UI_20150317_000364	{@st41b}Verkaufen
UI_20150317_000365	{@st41b}Suchen
UI_20150317_000366	{@st59}Schließen{/}
UI_20150317_000367	{@st42b}Sort
UI_20150317_000368	{@st41b}Kaufen
UI_20150317_000369	{@st43}{s22}Abrufen
UI_20150317_000370	{@st41b}Alle abrufen
UI_20150317_000371	{@st41b}abrufen
UI_20150317_000372	{@st43}{s22}Verkaufen
UI_20150317_000373	{@st42b}Menge
UI_20150317_000374	{@st42b}Preis
UI_20150317_000375	{@st42b}Verkäufernamen verbergen{/}
UI_20150317_000376	{@st41b}Registrieren
UI_20150317_000377	Siege Coin
UI_20150317_000378	Jemand wurde von jemandem getötet
UI_20150317_000379	{@st43}Minigames{/}
UI_20150317_000380	{@st49}Fire Catapult{/}
UI_20150317_000381	{@st44}Control directions{/}
UI_20150317_000382	{@st44}Fire{/}
UI_20150317_000383	Minigame
UI_20150317_000384	{s18}{ol}{gr gradation1}Hide and seek minigame{/}
UI_20150317_000385	{s16}Would you like to join the mini-game?
UI_20150317_000386	{s16}Teilnehmer : (0/5)
UI_20150317_000387	{s16}Teilnehmer : (%s /%s)
UI_20150317_000388	{s16}The game starts after 1 second.
UI_20150317_000389	{s16}The game starts after %s seconds.
UI_20150317_000390	{@st59}Zoom in{/}
UI_20150317_000391	{@st59}Zoom out{/}
UI_20150317_000392	{@st59}Karte (M){/}
UI_20150317_000393	{@st42b} Karte
UI_20150317_000394	{@st44}Item Synthesizer{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Please select the item you want to create{/}{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Drag the ingredients to the slots
UI_20150317_000397	{@st42}Create{/}
UI_20150317_000398	{@st42} Abbrechen {/}
UI_20150317_000399	Information of %s
UI_20150317_000400	Kepa oder ...
UI_20150317_000401	{@st41}{Details}
UI_20150317_000402	{s20}{#050505}Monsterbeschreibung Monsterbeschreibung Monsterbeschreibung Monsterbeschreibung
UI_20150317_000403	{@st41} Kill {/}
UI_20150317_000404	{@st41} Overkill {/}
UI_20150317_000405	{@st41} Normal Kill {/}
UI_20150317_000406	{@st41} Gebiet {/}
UI_20150317_000407	{@st41} Item {/}
UI_20150317_000408	{@st41} Erfolg {/}
UI_20150317_000409	Object
UI_20150317_000410	{@st43}Necronomicon{/}
UI_20150317_000411	{@st59}Schließen{/}
UI_20150317_000412	{@st59}Ich bin zu faul zum denken.{/}
UI_20150317_000413	Summoned Creature : {#ffcc33}%s{/}
UI_20150317_000414	Undead Harpy
UI_20150317_000415	Skill : %s
UI_20150317_000416	Skill 1, Skill 2
UI_20150317_000417	Fragments Required : %s
UI_20150317_000418	Beast 60 / Insect 20/ Mutant 10
UI_20150317_000419	Number of Fragments
UI_20150317_000420	Parts 1
UI_20150317_000421	Parts 2
UI_20150317_000422	Parts 3
UI_20150317_000423	Herzlichen Glückwunsch zum Level up!
UI_20150317_000424	Item Alarm
UI_20150317_000425	{@st64}Details{/}
UI_20150317_000426	Grundlagen
UI_20150317_000427	{@st42b}          Bewege dich mithilfe der Tasten{/}
UI_20150317_000428	{@st42b}       Angriff ausführen{/}
UI_20150317_000429	{@st42b}                Springen{/}
UI_20150317_000430	{@st42b}  Drücke zwei benachbarte Tasten um diagonal zu laufen.{/}
UI_20150317_000431	Fog Map Tool
UI_20150317_000432	Tool for killing monsters
UI_20150317_000433	Tool for making a mini-map
UI_20150317_000434	Dialogue tool
UI_20150317_000435	{@st43}GM Settings{/}
UI_20150317_000436	{@st59}Schließen{/}
UI_20150317_000437	{@st59b}Party Informationen{nl}{@st59s} - Click on the Create Party button at the bottom to create a party. {nl} - Right-click on other players to send a party invite. {nl} - Changes can be made to the party in the Settings tab. {nl} - Set up specific search conditions for party members from the Public Party list.{/}
UI_20150317_000438	{@st43}Party Information{/}
UI_20150317_000439	{@st41b}Mitglieder{/}
UI_20150317_000440	{@st41b}Party Event {/}
UI_20150317_000441	{@st41b}Einstellungen{/}
UI_20150317_000442	{@st41}Mitglieder{/}
UI_20150317_000443	{@st41}Requirements for joining this party
UI_20150317_000444	{@st41b}Öffentlich
UI_20150317_000445	{@st41b}Privat
UI_20150317_000446	Wish Level                                ~
UI_20150317_000447	{@st41}Loot-Verteilung
UI_20150317_000448	{@st41b}Jeder nimmt
UI_20150317_000449	{@st41b}Der Reihe nach
UI_20150317_000450	{@st41b}Zufällig
UI_20150317_000451	{@st41}EXP Verteilung
UI_20150317_000452	{@st41b}Individual EXP
UI_20150317_000453	{@st41b}Equal EXP
UI_20150317_000454	{@st41b}By Level
UI_20150317_000455	{@st41}Questunterstützung
UI_20150317_000456	{@st41b}Aktiviert
UI_20150317_000457	{@st41b}Deaktiviert
UI_20150317_000458	{@st41b}Party erstellen
UI_20150317_000459	{@st43}Public Party List {/}
UI_20150317_000460	{@st59b}Public Party List{nl}{@st59s} - Search for a party you want to join by viewing the open parties in your server {nl} - Use the search option to find a party you want to join{/}
UI_20150317_000461	{@st59}Close Party List{/}
UI_20150317_000462	Suche benutzen
UI_20150317_000463	Questunterstützung
UI_20150317_000464	EXP Verteilung
UI_20150317_000465	Item Verteilung
UI_20150317_000466	{@st43}Einladen
UI_20150317_000467	{@st41b}Einladen{/}
UI_20150317_000468	{s18}{ol}{gr gradation1}Logout PC rules{/}
UI_20150317_000469	{ol}Conditions for applying rules
UI_20150317_000470	{ol}Action for applying rules
UI_20150317_000471	Enter a name for the rule
UI_20150317_000472	{Gr gradation1}Registration{/}
UI_20150317_000473	Register Rules
UI_20150317_000474	{Gr gradation1}Cancel{/}
UI_20150317_000475	Cancel Action
UI_20150317_000476	{@st43}Begleiter Info
UI_20150317_000477	{@st59b}Begleiter Info{nl}{@st59s} - You can set your companion to Active or in Rest Mode using the button below. {nl} - The attributes and equipped items of your companion can be customized. {/}
UI_20150317_000478	{@st59}Schließen{/}
UI_20150317_000479	{@st41b}Name : {@sti9}%s{/}
UI_20150317_000480	{@sti9}%s{@st41b}Closeness : {@sti9}%s {@st41b}Level{/}
UI_20150317_000481	{@st41b}EXP{/}
UI_20150317_000482	{@st41b}Stamina{/}
UI_20150317_000483	{@st41b}Affinität{/}
UI_20150317_000484	{@st41b}Attribute und Informationen
UI_20150317_000485	{@st43}Begleiter{/}
UI_20150317_000486	{@st59b}Begleiter{nl}{@st59s} - Click on an item in the list to view more information. {/}
UI_20150317_000487	{@st59}Schließen{/}
UI_20150317_000488	{@st59}Schließen{/}
UI_20150317_000489	{@st59}Hilfe{nl} - View detailed information and tips. {nl} - View other topics from the Help List{/}
UI_20150317_000490	{@st43}Hilfe{/}
UI_20150317_000491	Tipps
UI_20150317_000492	{ol}{#AAAA00}{s16}Elapsed Time : %s
UI_20150317_000493	{@st43}Poison Pot{/}
UI_20150317_000494	{@st59}Schließen{/}
UI_20150317_000495	{@st59}Need to write{/}
UI_20150317_000496	Poison Amount: %s
UI_20150317_000497	Items that can be used to Craft poison
UI_20150317_000498	Alle auswählen
UI_20150317_000499	Click again to de-select all
UI_20150317_000500	Crafting
UI_20150317_000501	shuffle shuffle mix and shuffle
UI_20150317_000502	{@st43}Kategorie{/}
UI_20150317_000503	{@st43}Me{/}
UI_20150317_000504	{@st43}Target{/}
UI_20150317_000505	{@st43}Level{/}
UI_20150317_000506	{@st43}Funds{/}
UI_20150317_000507	{@st43}Rate{/}
UI_20150317_000508	{@st43}PvP Win/Loss Ratio{/}
UI_20150317_000509	{@st59}Schließen{/}
UI_20150317_000510	{@sti5}Total Purchase Amount : %s{/}
